ID,Nome,Artista,Letra
6484,Um Leão Está Solto nas Ruas,Roberto Carlos,"Um leão está solto nas ruas
Foi descuido do seu domador
Sei que ele está faminto
Não come desde ontem
Preciso encontrar o meu amor
Um leão está solto nas ruas
Já faz um dia que ele fugiu
A turma está aflita
Pra vê-lo outra vez
Na jaula de onde ele saiu
Você, que está em casa, um conselho vou dar:
Feche as janelas, tranque bem o portão
Pois num dado momento sem ninguém esperar
Pode aparecer o tal leão, ha
Mas um leão está solto nas ruas
Calamidade igual nunca vi
Jamais terá problemas
De alimentação
Se ele encontra o meu broto por aí
Você, que está em casa, um conselho vou dar:
Feche as janelas, tranque bem o portão
Pois num dado momento sem ninguém esperar
Pode aparecer o tal leão, ha
Um leão está solto nas ruas
Calamidade igual nunca vi
Jamais terá problemas
De alimentação
Se ele encontra o meu broto por aí
Se ele encontra o meu broto por aí"
6485,Maria Elena,Altemar Dutra,"Quiero cantarte, mujer
Mi más bonita canción
Por que eres tú mi querer
Dueña de mi coración
Maria Elena és tu, a minha inspiração
Maria Elena vem ouvir meu coração
Na minha melodia ouço tua voz
A mesma Lua cheia há de esperar por nós
Maria Elena lembra o tempo que passou
Maria Elena o meu amor não se acabou
Das flores que guardei, uma secou
Maria Elena és a Verbena
Que murchou
Das flores que guardei, uma secou
Maria Elena és a Verbena
Que murchou"
6486,Canção do Expedicionário,Exército Brasileiro,"Você sabe de onde eu venho?
Venho do morro, do Engenho
Das selvas, dos cafezais
Da boa terra do coco
Da choupana onde um é pouco
Dois é bom, três é demais
Venho das praias sedosas
Das montanhas alterosas
Do pampa, do seringal
Das margens crespas dos rios
Dos verdes mares bravios
Da minha terra natal
Por mais terras que eu percorra
Não permita Deus que eu morra
Sem que volte para lá
Sem que leve por divisa
Esse V que simboliza
A vitória que virá
Nossa vitória final
Que é mira do meu fuzil
A ração do meu bornal
A água do meu cantil
As asas do meu ideal
A glória do meu Brasil
Eu venho da minha terra
Da casa branca da serra
E do luar do meu sertão
Venho da minha Maria
Cujo nome principia
Na palma da minha mão
Braços mornos de Moema
Lábios de mel de Iracema
Estendidos pra mim
Ó, minha terra querida
Da Senhora Aparecida
E do Senhor do Bonfim
Por mais terras que eu percorra
Não permita Deus que eu morra
Sem que volte para lá
Sem que leve por divisa
Esse V que simboliza
A vitória que virá
Nossa vitória final
Que é a mira do meu fuzil
A ração do meu bornal
A água do meu cantil
As asas do meu ideal
A glória do meu Brasil
Você sabe de onde eu venho?
É de uma Pátria que eu tenho
No bojo do meu violão
Que de viver em meu peito
Foi até tomando jeito
De um enorme coração
Deixei lá atrás meu terreno
Meu limão, meu limoeiro
Meu pé de jacarandá
Minha casa pequenina
Lá no alto da colina
Onde canta o sabiá
Por mais terras que eu percorra
Não permita Deus que eu morra
Sem que volte para lá
Sem que leve por divisa
Esse V que simboliza
A vitória que virá
Nossa vitória final
Que é a mira do meu fuzil
A ração do meu bornal
A água do meu cantil
As asas do meu ideal
A glória do meu Brasil
Venho de além desse monte
Que ainda azula no horizonte
Onde o nosso amor nasceu
Do rancho que tinha ao lado
Um coqueiro que, coitado
De saudade já morreu
Venho do verde mais belo
Do mais dourado amarelo
Do azul mais cheio de luz
Cheio de estrelas prateadas
Que se ajoelham deslumbradas
Fazendo o sinal da Cruz
Por mais terras que eu percorra
Não permita Deus que eu morra
Sem que volte para lá
Sem que leve por divisa
Esse V que simboliza
A vitória que virá
Nossa vitória final
Que é a mira do meu fuzil
A ração do meu bornal
A água do meu cantil
As asas do meu ideal
A glória do meu Brasil!"
6487,Ansiedade,Kell Smith,"O que não tem solução
Solucionado está
Abaixa esses ombros então
E solta esse maxilar
O mundo não vai acabar
Nem que a gente queira
Não esquece de respirar
Que a vida é ladeira
Um pouco mais devagar
Pra evitar se ferir
Acalma esse seu coração
É mais sobre deixar fluir
O mundo não vai acabar
Nem que a gente queira
Não esquece de respirar
Que a vida é ladeira
Um pouco mais devagar
Pra evitar se ferir
Acalma esse seu coração
É mais sobre deixar fluir
O mundo não vai acabar
Nem que a gente queira
Não esquece de respirar
Que a vida é ladeira
O mundo não vai acabar
Nem que a gente queira
Não esquece de respirar
Que a vida é ladeira"
6488,Una Noche En Medellín,Cris Mj,"Nena, dime si tú estás pa' mí
Como yo estoy puesto pa' ti
Te llevo una noche a Medellín
Y te pago el gym
Nena, dime si tú estás pa' mí
Como yo estoy puesto pa' ti
Te llevo una noche a Medellín
Y te pago el gym
Te voy a hacerte completa
Está' buscando que yo le meta
Ya llegamos a la meta
Ahora nadie aprieta
Y me puse las Balenciaga
Mami, no te hagas, vente pa' acá, tú eres brava
Me gusta porque eres malvada
No está' operada y así mata' las miradas
Y me ayuda a contar billete
Saca su juguete, to' ya saben quien le mete
Tú sabes, no ando al garete
Encima mío, te quito el brazalete
Nena, dime si tú estás pa' mí
Como yo estoy puesto pa' ti
Te llevo una noche a Medellín
Y te pago el gym
Nena, dime si tú estás pa' mí
Como yo estoy puesto pa' ti
Te llevo una noche a Medellín
Y te pago el gym
Si tú quieres, yo te pago el gym
Te llevo al Mandarin y te hago blin-blin
Mi iPhone suena rin-rin
Me está llamando el dinero fácil, goteando mi drip
Esa gata lo que busca es guayeteo, fumeteo
Que yo me la robe y formemos pariseo
A mí me gusta el rebuleo, a ti te gusta el bellaqueo
Como yo a ti te leo, así que toma el guaracheo
Que si yo me enreo' y ahora mismo te volteo
Ma', tú eres la única que sabe mis deseos
A ti, yo no te bromeo
Baby, hagámoslo sin miedo (brr)
Nena, dime si tú estás pa' mí
Como yo estoy puesto pa' ti
Te llevo una noche a Medellín
Y te pago el gym
Nena, dime si tú estás pa' mí
Como yo estoy puesto pa' ti
Te llevo una noche a Medellín
Y te pago el gym
Ey, ey
Cris MJ
El más que suena
Pa' que sepa'
Dímelo, Fran C in the beat
Matando a lo malechón (prra)
Perreo pa' que lo bailen (Fran C in the beat)
Ya saben qué es lo que
Stars Music"
6489,My Boy Lollipop,Millie Small,"My boy lollipop
You make my heart go giddy-up
You are as sweet as candy
You're my sugar dandy
Wup! oh! my boy lollipop
N-never ever leave me
Because it would grieve me
My heart told me so
I love you, i love you, i love you so
But all i want you to know
I need you, i need you, i need you so
And i'd never let you go
Oh! my boy lollipop
You make my heart go giddy-up
You set the world on fire
You are my one desire
Wup!oh! my-y lollipop
I love you, i love you, i love you so
But all i want you to know
I need you, i need you, i need you so
And i'd never let you go
Oh! my boy lollipop
You make my heart go giddy-up
You set the world on fire
You are my one desire
Wup!oh! my-y lollipop
Wup!oh! my-y lollipop
My boy lollipop
My boy lollipop
My boy lollipop"
6490,Uma Lágrima No Rosto,Shirley Carvalhaes,"A melhor coisa no mundo é amar
A melhor coisa no mundo é louvar a Deus
E sentir a presença do Espírito Santo
O poder de Deus neste lugar
Deixa rolar uma lágrima no rosto
Deixa queimar, envolver o teu corpo
Deixa o Espírito Santo te tocar
(Te tocar, te tocar)
Deixa rolar uma lágrima no rosto
Deixa queimar, envolver o teu corpo
Deixa o Espírito Santo te tocar
Te tocar, te tocar
A melhor coisa no mundo é amar
A melhor coisa no mundo é louvar a Deus
E sentir a presença do Espírito Santo
O poder de Deus neste lugar
Deixa rolar uma lágrima no rosto
Deixa queimar, envolver o teu corpo
Deixa o Espírito Santo te tocar
(Te tocar, te tocar)
Deixa rolar uma lágrima no rosto
Deixa queimar, envolver o teu corpo
Deixa o Espírito Santo te tocar
Te tocar, te tocar
Abre o coração, sinta esta emoção
Deixa o Espírito Santo te tocar
Sua emoção, abre o coração
Deixa o Espírito Santo te tocar
Te tocar, te tocar
Te tocar"
6491,Seu Elpídeo e o Cusco Javali,Grupo Cordiona,"Nasceu no cerro pelado meu cachorro javali
Cruza de pastor com collie amigo melhor não vi
O meu cusco era ensinado um caçador de primeira
Ficou manco de uma pata do bote de uma cruzeira.
Percura javali percura, percura javali percura
Percura javali percura que o bicho tá entocado
Percura javali percura, percura javali percura
Tereza prepara o forno vamo ter tatu assado.
Maciel traz a garrucha tem gambá no galinheiro
Javali grudou o bicho trouxe morto pro terreiro
O catateto se botou no meu cusco no capão
Seu couro hoje está estaqueado na parede do galpão
Percura javali percura, percura javali percura
Percura javali percura que o bicho tá entocado
Percura javali percura, percura javali percura
Tereza prepara o forno vamo ter cateto assado
A ana atiçou o cusco tem lagarto no cercado
Não levou nem meia hora e o bicho tava pegado
Marrecão entrou no açude tá difícil de encontrar
Chamei meu parceiro e disse javali vai percura
Percura javali percura, percura javali percura
Percura javali percura que o bicho tá entocado
Percura javali percura, percura javali percura
Tereza prepara o forno tem marrecão ensopado"
6492,Se Eu Morresse Amanhã De Manhã,Antônio Maria,"De que serve viver tantos anos sem amor
Se viver é juntar desenganos de amor
Se eu morresse amanhã de manhã
Não faria falta a ninguém
Eu seria um enterro qualquer
Sem saudade, sem luto também
Ninguém telefona, ninguém
Ninguém me procura, ninguém
Eu grito e um eco responde: ""ninguém!""
Se eu morresse amanhã de manhã
Minha falta ninguém sentiria
Do que eu fui, do que eu fiz
Ninguém se lembraria"
6493,Abrázame,Camila,"(Un, dos, tres)
Tienes que saber
Que es lo último que pido
Que estoy desesperado y según mis latidos
No me queda mucho tiempo a mi favor
Y antes de perder de vista mi camino
Quiero mirarte un poco
Y soñar que el destino
Es junto a ti, mi amor
Quédate un segundo aquí
A hacerme compañía
Y quédate tantito más
Quiero sentirte mía
Y abrázame
Y abrázame
Y abrázame
Y abrázame
Hoy me he dado cuenta
Que no había sentido
Tanto miedo antes que yo no decido
Que Dios va a ser mejor
Y antes de perder de vista mi camino
Quiero mirarte un poco
Y soñar que el destino
Es junto a ti, mi amor
Quédate un segundo aquí
A hacerme compañía
Y quédate tantito más
Quiero sentirte mía
Y abrázame
Y abrázame
Y abrázame
Y abrázame
(No, no) y abrázame
Dame una razón para quedarme
Yo no quiero tu compasión
Quiero que estés conmigo
Hasta que me haya ido
Y abrázame
Y abrázame
Y abrázame
Y abrázame
Y abrázame (dame una razón para quedarme)
(Solo dame una razón)
Y abrázame (dame una razón, solo dame)
(Dame solo una razón)
Y abrázame (dame una razón para quedarme)
(Yo no quiero tu compasión)
Y abrázame (dame una razón)
(Solo dame una razón)
Tienes que saber
Que es lo último que pido
Que estoy desesperado y según mis latidos
No me queda mucho tiempo a mi favor"
6494,Brasil Já Vai a Guerra,Juca Chaves,"Brasil já vai a guerra, comprou um porta-aviões
Um viva pra Inglaterra de oitenta e dois bilhões
Mas que ladrões
Comenta o zé povinho
Governo varonil
Coitado coitadinho
Do banco do brasil
Há há, quase faliu
Enquanto uns idiotas
Aplaudem a medida
E o povo sem comida
Escuta as tais lorotas
Dos patriotas
A classe proletária
Na certa comeria
Com a verba gasta diaria
Em tal quinquilharia
Sem serventia
Porém há uma peninha
De quem é o porta avião
É meu diz a marinha
É meu diz a aviação
Ahhhh! Revolução!
Brasil, terra adorada
Comprou um porta aviões
Oitenta e dois bilhões
Brasil, oh pátria amada
Que palhaçada"
6495,Love Shack,The B-52's,"If you see a faded sign by the side of the road that says
15 miles to the Love Shack! Love Shack yeah yeah
I'm headin' down the Atlanta highway, lookin' for the love getaway
Heading for the love getaway, love getaway
I got me a car, it's as big as a whale and we're headin' on down
To the Love Shack
I got me a Chrysler, it seats about 20
So hurry up and bring your jukebox money
The Love Shack is a little old place where we can get together
Love Shack baby, {a Love Shack bay-bee}
Love shack, baby love shack, love shack, baby love shack, love shack.
(love baby, that's where it's at)
love shack {love baby, that's where it's at)
Sign says.. Woo... Stay away fools, 'cause love rules at the Love Shack!
Well it's set way back in the middle of a field
Just a funky old shack and I gotta get back
Glitter on the mattress
Glitter on the highway
Glitter on the front porch
Glitter on the highway
The Love Shack is a little old place where we can get together, love shack baby
{Love Shack baby! } Love Shack, that's where it's at! Love Shack, that's where it's at!
Huggin' and a kissin', dancin' and a lovin', wearin' next to nothing
Cause it's hot as an oven
The whole shack shimmies
YEA! The whole shack shimmies!
The whole shack shimmies when everybody's
Movin' around and around and around!
Everybody's movin', everybody's groovin' baby!
Folks linin' up outside just to get down
Everybody's movin', everybody's groovin' baby!
Funky little shack! Funky little shack!
Hop in my Chrysler, it's as big as a whale and it's about to set sail!
I got me a car, it seats about 20
So come on and bring your jukebox money
Oh the Love Shack is a little old place where we can get together
Love shack, baby! {a love shack baby}
Love shack! Baby love shack
Love shack! Baby love shack
Love shack! Baby love shack {love baby that's where its at, yea, love baby that's where it's at}
Bang bang bang, on the door baby! {Knock a little louder sugar! }
Bang bang bang, on the door baby! {I can't hear you! }
Bang bang bang, on the door baby! {Knock a little louder sugar! }
Bang bang bang, on the door baby! {I can't hear you! }
Bang bang {on the door baby}
Bang bang {on the door}
Bang bang {on the door baby}
Bang bang
Your what?.... Tin roof, rusted!
Love Shack, baby Love Shack!
Love Shack, baby Love Shack! Love baby that's where its at, yea, love baby that's where it's at}
Love Shack, baby Love Shack!
Love baby, love shack
Huggin' and a kissin', dancin' and a lovin' at the love shack"
6496,If I Had A Hammer,Trini Lopez,"If I had a hammer
I'd hammer in the morning
I'd hammer in the evening
All over this land
I'd hammer out danger
I'd hammer out a warning
I'd hammer out love between
My brothers and my sisters ah-aaah
All over this land
If I had a bell
I'd ring it in the morning
I'd ring it in the evening
All over this land
I'd ring out danger
I'd ring out a warning
I'd ring out love between
My brothers and my sisters ah-aaah
All over this land.
If I had a song
I'd sing it in the morning
I'd sing it in the evening
All over this land
I'd sing out danger
I'd sing out a warning
I'd sing out love between
My brothers and my sisters ah-aaah
All over this land.
I got a hammer
And I got a bell
I got a song to sing
All over this land
It's the hammer of justice
It's the bell of freedom
It's the song about love between
My brothers and my sisters
All over this land
All over this land
All over this land
All over this land
All over this land"
6497,"Eu, Você e o Luar",Celly Campello,"Não sei porque, meu bem
Eu paro de estudar
Sempre que a Lua
Vem me espiar
Pela janela vem
Nos braços do luar
Uma saudade do meu bem
Fico a pensar
No broto em flor
Que é todo o meu amor
Que nos olhos cor do céu tem luar
Quando eu crescer, meu bem
Iremos a sonhar
Sozinho! Eu, você e o luar"
